Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
,,EQTL MA,AGENCIA,CHAPADINHA,LESTE,1,jan,2024,1765,1851,1879,1879,00:02:23.069000,00:04:40.640000,0.9393294305481639,0.9850984566258648,1
,,EQTL MA,AGENCIA,CIDADE OPERARIA,NORTE,1,jan,2024,0,0,0,4000,00:04:57.863000,00:04:24.051000,0.84775,0.9995,1
,,EQTL MA,AGENCIA,CODO,LESTE,1,jan,2024,2434,2491,2536,2539,00:01:49.720000,00:04:07.432000,0.9586451358802678,0.9810949192595511,0.9988184324537219
,,EQTL MA,AGENCIA,COELHO NETO,LESTE,1,jan,2024,977,977,978,978,00:00:15.174000,00:03:11.854000,0.9989775051124744,0.9989775051124744,1
,,EQTL MA,AGENCIA,COHAB,NORTE,1,jan,2024,0,0,0,6566,00:04:51.567000,00:04:33.383000,0.8432835820895522,0.9963448065793482,1
,,EQTL MA,AGENCIA,COHAFUMA,NORTE,1,jan,2024,0,0,0,5669,00:06:22.163000,00:05:22.378000,0.711942141471159,0.9691303580878462,0.996648438878109
,,EQTL MA,AGENCIA,COLINAS,LESTE,1,jan,2024,638,653,660,660,00:01:18.333000,00:05:06.321000,0.9666666666666667,0.9893939393939394,1
,,EQTL MA,AGENCIA,COROATA,CENTRO,1,jan,2024,1719,1834,1887,1887,00:03:30.914000,00:04:58.453000,0.9109697933227345,0.9719130895601484,1
,,EQTL MA,AGENCIA,CURURUPU,NOROESTE,1,jan,2024,632,635,635,635,00:00:21.394000,00:02:51.228000,0.9952755905511811,1,1
,,EQTL MA,AGENCIA,DOM PEDRO,CENTRO,1,jan,2024,912,933,933,933,00:01:53.254000,00:03:59.380000,0.977491961414791,1,1
,,EQTL MA,AGENCIA,ESTREITO,SUL,1,jan,2024,0,0,0,1035,00:00:10.709000,00:02:02.243000,1,1,1
,,EQTL MA,AGENCIA,GOVERNADOR NUNES FREIRE,NOROESTE,1,jan,2024,785,790,790,790,00:00:31.697000,00:04:12.563000,0.9936708860759493,1,1
,,EQTL MA,AGENCIA,GRAJAU,SUL,1,jan,2024,0,0,0,1300,00:01:19.135000,00:03:49.042000,0.9923076923076923,1,1
,,EQTL MA,AGENCIA,IMPERATRIZ,SUL,1,jan,2024,0,0,0,6703,00:04:43.892000,00:03:24.515000,0.8785618379829927,0.9916455318514098,1
,,EQTL MA,AGENCIA,ITAPECURU-MIRIM,CENTRO,1,jan,2024,1745,1794,1800,1800,00:01:27.912000,00:03:35.868000,0.9694444444444444,0.9966666666666667,1
,,EQTL MA,AGENCIA,ITINGA DO MARANHAO,SUL,1,jan,2024,0,0,0,627,00:00:23.407000,00:03:36.351000,0.9984051036682615,1,1
,,EQTL MA,AGENCIA,JOAO LISBOA,SUL,1,jan,2024,0,0,0,607,00:00:23.320000,00:03:02.669000,0.9983525535420099,0.9983525535420099,1
,,EQTL MA,AGENCIA,LAGO DA PEDRA,CENTRO,1,jan,2024,827,887,894,894,00:03:37.856000,00:06:27.903000,0.9250559284116331,0.9921700223713646,1
,,EQTL MA,AGENCIA,MAIOBAO,NORTE,1,jan,2024,0,0,0,2414,00:06:25.501000,00:04:01.471000,0.7630488815244407,0.9888152444076223,0.996271748135874
,,EQTL MA,AGENCIA,MATOES,LESTE,1,jan,2024,725,745,746,746,00:02:11.953000,00:04:18.674000,0.9718498659517426,0.9986595174262735,1
,,EQTL MA,AGENCIA,PARNARAMA,LESTE,1,jan,2024,778,778,778,778,00:00:16.102000,00:02:19.566000,1,1,1
,,EQTL MA,AGENCIA,PASSAGEM FRANCA,LESTE,1,jan,2024,253,253,253,253,00:00:16.727000,00:04:00.403000,1,1,1
,,EQTL MA,AGENCIA,PEDREIRAS,CENTRO,1,jan,2024,1399,1480,1512,1512,00:03:02.629000,00:03:30.477000,0.9252645502645502,0.9788359788359788,1
,,EQTL MA,AGENCIA,PINHEIRO,NOROESTE,1,jan,2024,1544,1894,1898,1898,00:04:21.427000,00:04:11.319000,0.8134878819810326,0.9978925184404637,1
,,EQTL MA,AGENCIA,PORTO FRANCO,SUL,1,jan,2024,0,0,0,824,00:01:48.275000,00:04:02.232000,0.9514563106796117,0.9963592233009708,1
,,EQTL MA,AGENCIA,PRESIDENTE DUTRA,CENTRO,1,jan,2024,1295,1300,1301,1301,00:00:43.974000,00:03:37.420000,0.9953881629515757,0.9992313604919293,1
,,EQTL MA,AGENCIA,PROCON BALSAS,SUL,1,jan,2024,0,0,0,166,00:00:12.446000,00:03:32.235000,1,1,1
,,EQTL MA,AGENCIA,PROCON SHOPPING DA ILHA,NORTE,1,jan,2024,0,0,0,578,00:02:12.135000,00:02:14.765000,0.9965397923875432,1,1
,,EQTL MA,AGENCIA,RAPOSA,NORTE,1,jan,2024,0,0,0,742,00:00:32.007000,00:03:31.329000,1,1,1
,,EQTL MA,AGENCIA,RIACHAO,SUL,1,jan,2024,0,0,0,645,00:00:05.771000,00:04:02.507000,1,1,1
,,EQTL MA,AGENCIA,ROSARIO,NORTE,1,jan,2024,0,0,0,1097,00:00:17.977000,00:03:20.066000,1,1,1
,,EQTL MA,AGENCIA,SANTA HELENA,NOROESTE,1,jan,2024,639,649,651,651,00:01:28.035000,00:03:25.811000,0.9815668202764977,0.9969278033794163,1
,,EQTL MA,AGENCIA,SANTA INES,CENTRO,1,jan,2024,2767,3462,3467,3467,00:05:01.366000,00:03:44.424000,0.7980963368906836,0.9985578309777906,1
,,EQTL MA,AGENCIA,SANTA LUZIA,CENTRO,1,jan,2024,1012,1012,1012,1012,00:00:57.868000,00:03:39.065000,1,1,1
,,EQTL MA,AGENCIA,SANTA RITA,NORTE,1,jan,2024,0,0,0,1332,00:01:02.048000,00:02:51.425000,0.9932432432432432,1,1
,,EQTL MA,AGENCIA,SAO BERNARDO,NORTE,1,jan,2024,0,0,0,211,00:01:52.076000,00:02:23.512000,0.990521327014218,1,1
,,EQTL MA,AGENCIA,SAO DOMINGOS DO MARANHAO,CENTRO,1,jan,2024,1098,1098,1098,1098,00:00:54.794000,00:04:00.131000,1,1,1
,,EQTL MA,AGENCIA,SAO FRANCISCO DO MARANHAO,LESTE,1,jan,2024,189,190,190,190,00:00:40.584000,00:04:38.237000,0.9947368421052631,1,1
,,EQTL MA,AGENCIA,SAO JOAO DOS PATOS,LESTE,1,jan,2024,970,983,984,984,00:01:41.790000,00:04:24.027000,0.9857723577235772,0.9989837398373984,1
,,EQTL MA,AGENCIA,SAO JOSE DE RIBAMAR,NORTE,1,jan,2024,0,0,0,1408,00:05:21.472000,00:03:35.103000,0.7485795454545454,0.9886363636363636,1
,,EQTL MA,AGENCIA,SAO MATEUS DO MARANHAO,CENTRO,1,jan,2024,1116,1118,1118,1118,00:00:31.634000,00:02:53.048000,0.998211091234347,1,1
,,EQTL MA,AGENCIA,SAO PEDRO DA AGUA BRANCA,SUL,1,jan,2024,0,0,0,331,00:00:21.363000,00:04:20.634000,0.9969788519637462,1,1
,,EQTL MA,AGENCIA,TIMON,LESTE,1,jan,2024,4418,4564,4578,4578,00:02:17.382000,00:04:25.882000,0.9650502402795981,0.9969418960244648,1
,,EQTL MA,AGENCIA,TUNTUM,CENTRO,1,jan,2024,656,663,666,666,00:00:57.791000,00:04:41.715000,0.984984984984985,0.9954954954954955,1
,,EQTL MA,AGENCIA,TUTOIA,NORTE,1,jan,2024,0,0,0,856,00:02:36.556000,00:04:23.040000,0.9228971962616822,0.991822429906542,1
,,EQTL MA,AGENCIA,URBANO SANTOS,LESTE,1,jan,2024,281,293,302,307,00:02:42.616000,00:04:55.104000,0.9153094462540716,0.9543973941368078,0.9837133550488599
,,EQTL MA,AGENCIA,VARGEM GRANDE,CENTRO,1,jan,2024,596,596,596,596,00:00:13.272000,00:03:10.728000,1,1,1
,,EQTL MA,AGENCIA,VIANA,NOROESTE,1,jan,2024,623,666,683,683,00:03:00.351000,00:05:09.785000,0.9121522693997072,0.9751098096632503,1
,,EQTL MA,AGENCIA,VITORIA DO MEARIM,CENTRO,1,jan,2024,568,602,611,611,00:03:47.985000,00:02:56.489000,0.9296235679214403,0.9852700490998363,1
,,EQTL MA,AGENCIA,VITORINO FREIRE,CENTRO,1,jan,2024,901,936,938,938,00:02:56.007000,00:03:59.576000,0.9605543710021321,0.997867803837953,1
,,EQTL MA,AGENCIA,VIVA IMPERATRIZ,SUL,1,jan,2024,0,0,0,437,00:01:11.979000,00:03:50.439000,0.9977116704805492,1,1
,,EQTL MA,AGENCIA,VIVA PATIO NORTE,NORTE,1,jan,2024,0,0,0,1155,00:01:42.435000,00:02:29.797000,1,1,1
,,EQTL MA,AGENCIA,VIVA SHOPPING SÃO LUIS,NORTE,1,jan,2024,0,0,0,837,00:03:27.587000,00:03:01.029000,0.972520908004779,0.998805256869773,1
,,EQTL MA,AGENCIA,VIVA VIANA,NOROESTE,1,jan,2024,27,27,27,27,00:01:25.037000,00:03:57.556000,1,1,1
,,EQTL MA,AGENCIA,ZE DOCA,CENTRO,1,jan,2024,974,1048,1056,1056,00:02:59.527000,00:04:31.366000,0.9223484848484849,0.9924242424242424,1
,,EQTL MA,AGENCIA,ACAILANDIA,SUL,2,fev,2024,0,0,0,2424,00:00:24.093000,00:04:06.901000,0.9983498349834984,1,1
,,EQTL MA,AGENCIA,ALTO PARNAIBA,SUL,2,fev,2024,0,0,0,617,00:00:10.331000,00:01:13.297000,1,1,1
,,EQTL MA,AGENCIA,AMARANTE DO MARANHAO,SUL,2,fev,2024,0,0,0,497,00:00:12.348000,00:04:02.598000,1,1,1
,,EQTL MA,AGENCIA,ANJO DA GUARDA,NORTE,2,fev,2024,0,0,0,2221,00:04:58.697000,00:04:23.194000,0.7870328680774425,1,1
,,EQTL MA,AGENCIA,ARAIOSES,NORTE,2,fev,2024,0,0,0,234,00:00:39.876000,00:05:00.321000,0.9871794871794872,1,1
,,EQTL MA,AGENCIA,ARAME,SUL,2,fev,2024,0,0,0,408,00:00:13.988000,00:03:15.512000,1,1,1
,,EQTL MA,AGENCIA,BACABAL,CENTRO,2,fev,2024,2473,2992,2994,2994,00:06:01.023000,00:03:56.959000,0.8259853039412157,0.9993319973279893,1
,,EQTL MA,AGENCIA,BALSAS,SUL,2,fev,2024,0,0,0,2214,00:01:31.155000,00:03:44.726000,0.9778681120144534,1,1
,,EQTL MA,AGENCIA,BARRA DO CORDA,CENTRO,2,fev,2024,2047,2068,2068,2068,00:01:07.206000,00:03:44.307000,0.9898452611218569,1,1
,,EQTL MA,AGENCIA,BARREIRINHAS,NORTE,2,fev,2024,0,0,0,1509,00:03:15.854000,00:04:12.302000,0.903247183565275,1,1
,,EQTL MA,AGENCIA,BOM JARDIM,CENTRO,2,fev,2024,589,589,589,589,00:00:30.219000,00:02:43.958000,1,1,1
,,EQTL MA,AGENCIA,BREJO,LESTE,2,fev,2024,264,278,279,279,00:02:04.419000,00:04:53.437000,0.946236559139785,0.996415770609319,1
,,EQTL MA,AGENCIA,BURITI,LESTE,2,fev,2024,192,192,192,192,00:00:26.943000,00:03:55.266000,1,1,1
,,EQTL MA,AGENCIA,BURITI BRAVO,LESTE,2,fev,2024,285,285,285,285,00:00:17.905000,00:03:42.800000,1,1,1
,,EQTL MA,AGENCIA,BURITICUPU,SUL,2,fev,2024,0,0,0,1540,00:01:55.751000,00:03:53.064000,0.9694805194805195,1,1
,,EQTL MA,AGENCIA,CAROLINA,SUL,2,fev,2024,0,0,0,629,00:00:09.404000,00:02:18.634000,1,1,1
,,EQTL MA,AGENCIA,CAXIAS,LESTE,2,fev,2024,1936,1985,1992,1992,00:01:39.193000,00:04:30.891000,0.9718875502008032,0.9964859437751004,1
,,EQTL MA,AGENCIA,CHAPADINHA,LESTE,2,fev,2024,1593,1681,1802,1807,00:03:25.390000,00:04:31.845000,0.8815716657443277,0.9302711676812396,0.9972329828444937
,,EQTL MA,AGENCIA,CIDADE OPERARIA,NORTE,2,fev,2024,0,0,0,3207,00:05:22.493000,00:03:38.296000,0.810414717804802,0.9996881821016527,1
,,EQTL MA,AGENCIA,CODO,LESTE,2,fev,2024,1683,1753,1868,1910,00:03:27.991000,00:04:40.705000,0.881151832460733,0.9178010471204189,0.9780104712041885
,,EQTL MA,AGENCIA,COELHO NETO,LESTE,2,fev,2024,852,859,860,860,00:00:26.155000,00:03:03.279000,0.9906976744186047,0.9988372093023256,1
,,EQTL MA,AGENCIA,COHAB,NORTE,2,fev,2024,0,0,0,4918,00:04:57.334000,00:05:05.014000,0.8210654737698251,0.9981699877999186,1
,,EQTL MA,AGENCIA,COHAFUMA,NORTE,2,fev,2024,0,0,0,4516,00:06:09.756000,00:05:03.661000,0.7116917626217892,0.9922497785651019,0.99977856510186
,,EQTL MA,AGENCIA,COLINAS,LESTE,2,fev,2024,525,528,528,528,00:00:31.756000,00:05:08.244000,0.9943181818181818,1,1
,,EQTL MA,AGENCIA,COROATA,CENTRO,2,fev,2024,1448,1579,1627,1627,00:03:44.714000,00:04:46.474000,0.8899815611555009,0.9704978488014752,1
,,EQTL MA,AGENCIA,CURURUPU,NOROESTE,2,fev,2024,645,646,646,646,00:00:47.124000,00:02:03.378000,0.9984520123839009,1,1
,,EQTL MA,AGENCIA,DOM PEDRO,CENTRO,2,fev,2024,744,747,747,747,00:01:29.561000,00:03:42.912000,0.9959839357429718,1,1
,,EQTL MA,AGENCIA,ESTREITO,SUL,2,fev,2024,0,0,0,725,00:00:11.221000,00:02:11.497000,0.9972413793103448,1,1
,,EQTL MA,AGENCIA,GOVERNADOR NUNES FREIRE,NOROESTE,2,fev,2024,574,574,574,574,00:00:15.756000,00:03:44.977000,1,1,1
,,EQTL MA,AGENCIA,GRAJAU,SUL,2,fev,2024,0,0,0,1183,00:00:59.441000,00:03:13.165000,0.9974640743871513,1,1
,,EQTL MA,AGENCIA,IMPERATRIZ,SUL,2,fev,2024,0,0,0,5361,00:04:45.533000,00:03:29.414000,0.8832307405334826,0.9860100727476218,1
,,EQTL MA,AGENCIA,ITAPECURU-MIRIM,CENTRO,2,fev,2024,1516,1534,1535,1535,00:00:56.851000,00:03:30.692000,0.9876221498371336,0.9993485342019544,1
,,EQTL MA,AGENCIA,ITINGA DO MARANHAO,SUL,2,fev,2024,0,0,0,608,00:00:27.438000,00:03:41.817000,1,1,1
,,EQTL MA,AGENCIA,JOAO LISBOA,SUL,2,fev,2024,0,0,0,425,00:00:13.391000,00:02:59.915000,1,1,1
,,EQTL MA,AGENCIA,LAGO DA PEDRA,CENTRO,2,fev,2024,917,939,940,940,00:03:13.044000,00:04:55.813000,0.975531914893617,0.9989361702127659,1
,,EQTL MA,AGENCIA,MAIOBAO,NORTE,2,fev,2024,0,0,0,2027,00:05:05.585000,00:04:36.052000,0.822890971879625,0.983719782930439,1
,,EQTL MA,AGENCIA,MATOES,LESTE,2,fev,2024,583,604,605,605,00:02:13.481000,00:04:27.248000,0.9636363636363636,0.9983471074380166,1
,,EQTL MA,AGENCIA,PARNARAMA,LESTE,2,fev,2024,580,580,580,580,00:00:26.709000,00:03:24.814000,1,1,1
,,EQTL MA,AGENCIA,PASSAGEM FRANCA,LESTE,2,fev,2024,265,265,265,265,00:00:17.102000,00:03:50.826000,1,1,1
,,EQTL MA,AGENCIA,PEDREIRAS,CENTRO,2,fev,2024,1367,1408,1448,1448,00:02:54.998000,00:03:22.610000,0.944060773480663,0.9723756906077348,1
,,EQTL MA,AGENCIA,PINHEIRO,NOROESTE,2,fev,2024,1438,1555,1555,1555,00:02:59.627000,00:03:38.189000,0.9247588424437299,1,1
,,EQTL MA,AGENCIA,PORTO FRANCO,SUL,2,fev,2024,0,0,0,860,00:01:17.012000,00:04:18.953000,0.9767441860465116,0.9965116279069768,1
,,EQTL MA,AGENCIA,PRESIDENTE DUTRA,CENTRO,2,fev,2024,998,999,1001,1001,00:00:56.294000,00:03:34.952000,0.997002997002997,0.998001998001998,1
,,EQTL MA,AGENCIA,PROCON BALSAS,SUL,2,fev,2024,0,0,0,59,00:00:16.695000,00:03:29.356000,1,1,1
,,EQTL MA,AGENCIA,PROCON SHOPPING DA ILHA,NORTE,2,fev,2024,0,0,0,500,00:01:33.602000,00:02:38.400000,1,1,1
,,EQTL MA,AGENCIA,RAPOSA,NORTE,2,fev,2024,0,0,0,598,00:00:38.866000,00:03:38.776000,0.9983277591973244,1,1
,,EQTL MA,AGENCIA,RIACHAO,SUL,2,fev,2024,0,0,0,433,00:00:06.594000,00:04:17.794000,1,1,1
,,EQTL MA,AGENCIA,ROSARIO,NORTE,2,fev,2024,0,0,0,969,00:01:08.799000,00:03:25.816000,0.9938080495356038,1,1
,,EQTL MA,AGENCIA,SANTA HELENA,NOROESTE,2,fev,2024,503,510,510,510,00:01:47.612000,00:03:07.280000,0.9862745098039216,1,1
,,EQTL MA,AGENCIA,SANTA INES,CENTRO,2,fev,2024,2370,2982,2985,2985,00:05:16.615000,00:03:59.042000,0.7939698492462312,0.9989949748743718,1
,,EQTL MA,AGENCIA,SANTA LUZIA,CENTRO,2,fev,2024,717,736,736,736,00:01:42.065000,00:03:23.227000,0.9741847826086957,1,1
,,EQTL MA,AGENCIA,SANTA RITA,NORTE,2,fev,2024,0,0,0,750,00:02:59.399000,00:02:33.793000,0.9693333333333334,0.9986666666666667,1
,,EQTL MA,AGENCIA,SAO BERNARDO,NORTE,2,fev,2024,0,0,0,212,00:01:18.448000,00:03:03.335000,0.9811320754716981,1,1
,,EQTL MA,AGENCIA,SAO DOMINGOS DO MARANHAO,CENTRO,2,fev,2024,778,784,784,784,00:01:18.059000,00:03:57.636000,0.9923469387755102,1,1
,,EQTL MA,AGENCIA,SAO FRANCISCO DO MARANHAO,LESTE,2,fev,2024,126,127,127,127,00:00:44.189000,00:05:32.339000,0.9921259842519685,1,1
,,EQTL MA,AGENCIA,SAO JOAO DOS PATOS,LESTE,2,fev,2024,886,900,900,900,00:02:27.981000,00:04:31.281000,0.9844444444444445,1,1
,,EQTL MA,AGENCIA,SAO JOSE DE RIBAMAR,NORTE,2,fev,2024,0,0,0,1684,00:03:27.233000,00:02:51.650000,0.9804038004750594,1,1
,,EQTL MA,AGENCIA,SAO MATEUS DO MARANHAO,CENTRO,2,fev,2024,859,874,876,876,00:01:49.306000,00:04:02.798000,0.980593607305936,0.997716894977169,1
,,EQTL MA,AGENCIA,SAO PEDRO DA AGUA BRANCA,SUL,2,fev,2024,0,0,0,236,00:00:22.881000,00:01:59,0.9957627118644068,1,1
,,EQTL MA,AGENCIA,TIMON,LESTE,2,fev,2024,3360,3670,3715,3715,00:03:10.189000,00:04:20.705000,0.9044414535666218,0.9878869448183042,1
,,EQTL MA,AGENCIA,TUNTUM,CENTRO,2,fev,2024,535,541,545,545,00:01:04.833000,00:04:26.800000,0.981651376146789,0.9926605504587156,1
,,EQTL MA,AGENCIA,TUTOIA,NORTE,2,fev,2024,0,0,0,771,00:02:35.619000,00:04:08.392000,0.9312581063553826,0.9831387808041504,1
,,EQTL MA,AGENCIA,URBANO SANTOS,LESTE,2,fev,2024,243,264,278,279,00:03:33.957000,00:04:34.398000,0.8709677419354839,0.946236559139785,0.996415770609319
,,EQTL MA,AGENCIA,VARGEM GRANDE,CENTRO,2,fev,2024,376,376,376,376,00:00:10.226000,00:03:59.290000,1,1,1
,,EQTL MA,AGENCIA,VIANA,NOROESTE,2,fev,2024,442,451,459,459,00:01:42.954000,00:04:12.094000,0.9629629629629629,0.9825708061002179,1
,,EQTL MA,AGENCIA,VITORIA DO MEARIM,CENTRO,2,fev,2024,306,308,309,309,00:01:18.003000,00:03:09.693000,0.9902912621359223,0.9967637540453075,1
,,EQTL MA,AGENCIA,VITORINO FREIRE,CENTRO,2,fev,2024,739,756,759,759,00:02:39.727000,00:03:53.256000,0.9736495388669302,0.9960474308300395,1
,,EQTL MA,AGENCIA,VIVA IMPERATRIZ,SUL,2,fev,2024,0,0,0,502,00:01:02.028000,00:03:54.325000,0.9960159362549801,1,1
,,EQTL MA,AGENCIA,VIVA PATIO NORTE,NORTE,2,fev,2024,0,0,0,870,00:01:13.266000,00:02:09.310000,0.9988505747126437,0.9988505747126437,0.9988505747126437
,,EQTL MA,AGENCIA,VIVA SHOPPING SÃO LUIS,NORTE,2,fev,2024,0,0,0,521,00:02:15.347000,00:02:55.010000,0.9923224568138196,1,1
,,EQTL MA,AGENCIA,ZE DOCA,CENTRO,2,fev,2024,907,967,973,973,00:02:54.051000,00:04:27.781000,0.9321685508735869,0.9938335046248715,1
,,EQTL MA,AGENCIA,ACAILANDIA,SUL,3,mar,2024,0,0,0,2522,00:00:28.075000,00:04:03.040000,0.9984139571768438,1,1
,,EQTL MA,AGENCIA,ALTO PARNAIBA,SUL,3,mar,2024,0,0,0,592,00:00:10.505000,00:01:00.704000,1,1,1
,,EQTL MA,AGENCIA,AMARANTE DO MARANHAO,SUL,3,mar,2024,0,0,0,528,00:00:13.767000,00:03:48.422000,1,1,1
,,EQTL MA,AGENCIA,ANJO DA GUARDA,NORTE,3,mar,2024,0,0,0,2508,00:04:02.668000,00:03:39.634000,0.8676236044657097,0.9996012759170654,1
,,EQTL MA,AGENCIA,ARAIOSES,NORTE,3,mar,2024,0,0,0,171,00:00:34.591000,00:05:03.211000,0.9941520467836257,1,1
,,EQTL MA,AGENCIA,ARAME,SUL,3,mar,2024,0,0,0,503,00:00:26.127000,00:02:49.471000,0.9980119284294234,1,1
,,EQTL MA,AGENCIA,BACABAL,CENTRO,3,mar,2024,2227,2812,2814,2814,00:06:25.168000,00:04:00.555000,0.7914001421464109,0.9992892679459844,1
,,EQTL MA,AGENCIA,BALSAS,SUL,3,mar,2024,0,0,0,1928,00:01:32.358000,00:04:05.370000,0.9756224066390041,1,1
,,EQTL MA,AGENCIA,BARRA DO CORDA,CENTRO,3,mar,2024,1727,1805,1820,1820,00:01:44.457000,00:04:08.443000,0.9489010989010989,0.9917582417582418,1
,,EQTL MA,AGENCIA,BARREIRINHAS,NORTE,3,mar,2024,0,0,0,1730,00:03:05.545000,00:03:59.288000,0.9132947976878613,0.999421965317919,1
,,EQTL MA,AGENCIA,BOM JARDIM,CENTRO,3,mar,2024,598,599,599,599,00:00:36.407000,00:02:57.482000,0.998330550918197,1,1
,,EQTL MA,AGENCIA,BREJO,LESTE,3,mar,2024,357,365,367,367,00:01:36.948000,00:04:20.054000,0.9727520435967303,0.9945504087193461,1
,,EQTL MA,AGENCIA,BURITI,LESTE,3,mar,2024,200,200,200,200,00:00:25.125000,00:03:32.770000,1,1,1
,,EQTL MA,AGENCIA,BURITI BRAVO,LESTE,3,mar,2024,183,183,183,183,00:00:22.044000,00:03:40.503000,1,1,1
,,EQTL MA,AGENCIA,BURITICUPU,SUL,3,mar,2024,0,0,0,1373,00:01:57.972000,00:04:07.278000,0.9621267297887837,1,1
,,EQTL MA,AGENCIA,CAROLINA,SUL,3,mar,2024,0,0,0,725,00:00:06.286000,00:02:33.048000,1,1,1
,,EQTL MA,AGENCIA,CAXIAS,LESTE,3,mar,2024,1674,1721,1733,1733,00:02:01.475000,00:04:39.263000,0.9659549913444894,0.9930755914598961,1
,,EQTL MA,AGENCIA,CHAPADINHA,LESTE,3,mar,2024,1701,1828,1886,1896,00:03:13.331000,00:04:37.737000,0.8971518987341772,0.9641350210970464,0.9947257383966245
,,EQTL MA,AGENCIA,CIDADE OPERARIA,NORTE,3,mar,2024,0,0,0,3292,00:06:04.872000,00:03:41.444000,0.7342041312272175,1,1
,,EQTL MA,AGENCIA,CODO,LESTE,3,mar,2024,1882,1903,1933,1943,00:01:44.799000,00:04:29.098000,0.968605249613999,0.9794132784354092,0.9948533196088523
,,EQTL MA,AGENCIA,COELHO NETO,LESTE,3,mar,2024,773,773,774,774,00:00:18.767000,00:02:48.155000,0.9987080103359173,0.9987080103359173,1
,,EQTL MA,AGENCIA,COHAB,NORTE,3,mar,2024,0,0,0,5329,00:04:59.344000,00:04:42.730000,0.8232313754925877,0.9898667667479827,0.9994370425971102
,,EQTL MA,AGENCIA,COHAFUMA,NORTE,3,mar,2024,0,0,0,3496,00:05:42.205000,00:05:58.154000,0.7745995423340961,0.9948512585812357,1
,,EQTL MA,AGENCIA,COLINAS,LESTE,3,mar,2024,574,606,607,607,00:01:59.193000,00:05:20.367000,0.9456342668863262,0.9983525535420099,1
